id,project_id,name,image,requires_address,description,delivery_date,available,amount,post_modified,post_date,created_at,updated_at,,,,,,,
82182,8218,,NULL,NULL,"The Condor package if you donate $200.00 plus you will obtain one shirt, one sweater, stickers and branding material but more important we will extend you a 15% discount on your next order of MILPA printed branding materials for you or your business.",NULL,NULL,,NULL,NULL,2019-06-12 23:11:37,2019-06-12 23:11:37,,,,,,,
82400,8240,10,,NULL,Inscripción de tu nombre en la placa con los nombres de todos los donantes que colocaremos en el espacio remodelado,NULL,NULL,10,NULL,NULL,2019-06-12 23:14:17,2019-06-12 23:14:17,,,,,,,
82401,8240,50,,NULL,Dedicaremos los esfuerzos de un día de trabajo del Centro de Apoyo a Pacientes a celebrar tu generosidad,NULL,NULL,50,NULL,NULL,2019-06-12 23:14:17,2019-06-12 23:14:17,,,,,,,
82402,8240,100,,NULL,"A partir de $100.00 todos los donantes permanecerán durante un año en nuestro registro de Socios por la Vida, siendo promovidos en redes sociales y avalados en sus proyectos de impacto social",NULL,NULL,100,NULL,NULL,2019-06-12 23:14:17,2019-06-12 23:14:17,,,,,,,
82403,8240,1000,,NULL,"Uno de los espacios remodelados, llevará el nombre del donante, o el nombre de la persona que este designe",NULL,NULL,1000,NULL,NULL,2019-06-12 23:14:17,2019-06-12 23:14:17,,,,,,,
82404,8240,5000,,NULL,"Quien done $5,000.00 dólares o más, podrá poner su propio nombre o el de la persona que escoja al Centro de Apoyo a Pacientes",NULL,NULL,5000,NULL,NULL,2019-06-12 23:14:17,2019-06-12 23:14:17,,,,,,,
82730,8273,100,NULL,NULL,"visit to TALTOKALIS and the apulco river, walk trough forestal fields and have a great organic meal.",NULL,NULL,100,NULL,NULL,2019-06-12 23:11:37,2019-06-12 23:11:37,,,,,,,
82990,8299,25,,NULL,"Your support means so much to us!  For a donation of $25, we will send you  a video message to express our gratitude.",NULL,NULL,25,NULL,NULL,2019-06-12 23:13:43,2019-06-12 23:13:43,,,,,,,
82991,8299,50,,NULL,"Write in style! For a donation of $50, we will send you a thank you video and a customized Youth Law Academy pen!",NULL,NULL,50,NULL,NULL,2019-06-12 23:13:43,2019-06-12 23:13:43,,,,,,,
82992,8299,100,,NULL,"For a donation of $100, we will send you a thank you video and a colorful Youth Law Academy tote bag --great for grocery shopping!",NULL,NULL,100,NULL,NULL,2019-06-12 23:13:43,2019-06-12 23:13:43,,,,,,,
82993,8299,200,,NULL,"For a donation of $200 or above, we will send you a thank you video and a  lovely YLA t-shirt.",NULL,NULL,200,NULL,NULL,2019-06-12 23:13:43,2019-06-12 23:13:43,,,,,,,
82994,8299,2000,,NULL,"Meet some of the amazing young men in our Youth Law Academy program! Join YLA staff and students for dinner or something more informal, like a short hike or walk around Lake Merritt.",NULL,NULL,2000,NULL,NULL,2019-06-12 23:13:43,2019-06-12 23:13:43,,,,,,,
83030,8303,30,8947,NULL,Receive a personalized electronic thank you note. Your donation funds all materials for one student for a painting workshop. The student will learn to create a beautiful piece of art and discover painting as a means of communication and integration.,NULL,NULL,30,NULL,NULL,2019-06-12 23:13:43,2019-06-12 23:13:43,,,,,,,
83031,8303,,8948,NULL,Receive a personalized electronic thank you card and a summary of the project at completion.,NULL,NULL,,NULL,NULL,2019-06-12 23:13:43,2019-06-12 23:13:43,,,,,,,
83032,8303,50,8949,NULL,"Receive a personalized electronic thank you note. Also, get your initials included in the Winter Mural project with the police department. One of the participants will add your initials on your behalf.",NULL,NULL,50,NULL,NULL,2019-06-12 23:13:43,2019-06-12 23:13:43,,,,,,,
83033,8303,100,8950,NULL,"Receive a personalized electronic thank you card. Also, an artist-signed postcard made with the image of art created by a student of the painting workshops (a day laborer). You may help us discover the next great artist within our community of immigrants!",NULL,NULL,100,NULL,NULL,2019-06-12 23:13:43,2019-06-12 23:13:43,,,,,,,
83034,8303,,8983,NULL,"Receive a personalized electronic thank you card. Also, a ceramic mug with the picture of our NLS Community Mural finished in the spring of 2015 with the participation of over 200 community members.",NULL,NULL,,NULL,NULL,2019-06-12 23:13:43,2019-06-12 23:13:43,,,,,,,
83310,8331,100,,NULL,Enjoy a Skype meeting with SLI mentees to learn more about their experiences in SLI!,NULL,NULL,100,NULL,NULL,2019-06-12 23:13:43,2019-06-12 23:13:43,,,,,,,
83311,8331,200,,NULL,A beautiful SLI coffee mug to enjoy your Sunday newspaper or cafe con leche!,NULL,NULL,200,NULL,NULL,2019-06-12 23:13:43,2019-06-12 23:13:43,,,,,,,
83312,8331,300,,NULL,A wonderful SLI t-shirt and sticker as a thank you for your generous donation!,NULL,NULL,300,NULL,NULL,2019-06-12 23:13:43,2019-06-12 23:13:43,,,,,,,
83313,8331,500,,NULL,Attend and receive recognition at SLI's culminating graduation event!,NULL,NULL,500,NULL,NULL,2019-06-12 23:13:43,2019-06-12 23:13:43,,,,,,,
83314,8331,1000,,NULL,Dine with SLI scholarship recipients as they share their SLI experiences!,NULL,NULL,1000,NULL,NULL,2019-06-12 23:13:43,2019-06-12 23:13:43,,,,,,,
83420,8342,150,,NULL,A Mexican artcraft from the Day of the Dead.,NULL,NULL,150,NULL,NULL,2019-06-12 23:13:43,2019-06-12 23:13:43,,,,,,,
83421,8342,50,,NULL,"Edgardo Méndez is a photographer in Mexico, he would donate a picture from Mexico for a postcard printing.",NULL,NULL,50,NULL,NULL,2019-06-12 23:13:43,2019-06-12 23:13:43,,,,,,,
83422,8342,350,,NULL,A selected CD with a collection of Latin American music.,NULL,NULL,350,NULL,NULL,2019-06-12 23:13:43,2019-06-12 23:13:43,,,,,,,
83423,8342,500,,NULL,"A 16\x20\"" canvas print of an original picture from Latin America.""",NULL,NULL,500,NULL,NULL,2019-06-12 23:13:43,2019-06-12 23:13:43,,,,,,,
83470,8347,50,,NULL,1st Sun Level - Tekpatl/Flint: Certificate of Appreciation,NULL,NULL,50,NULL,NULL,2019-06-12 23:13:43,2019-06-12 23:13:43,,,,,,,
83471,8347,100,,NULL,2nd Sun Level - Akatl/Plant: Custom design La Plazita ceramic mug,NULL,NULL,100,NULL,NULL,2019-06-12 23:13:43,2019-06-12 23:13:43,,,,,,,
83472,8347,200,,NULL,3rd Sun Level Tochli/Rabbit: Custom design La Plazita silkscreen tshirt,NULL,NULL,200,NULL,NULL,2019-06-12 23:13:43,2019-06-12 23:13:43,,,,,,,
83473,8347,300,,NULL,"4th Sun Level - Kalli/House: 10 Item Certified Organic Food Box , Custom Tshirt, Custom Ceramic Mug",NULL,NULL,300,NULL,NULL,2019-06-12 23:13:43,2019-06-12 23:13:43,,,,,,,
83474,8347,500,,NULL,5th Sun Level - Ollin/Movement: All of the Above & Aztec Calendar Custom Ceramic Art,NULL,NULL,500,NULL,NULL,2019-06-12 23:13:43,2019-06-12 23:13:43,,,,,,,
83480,8348,125,,NULL,"A commemorative EBSC T-shirt & a ticket to EBSC's Annual Fundraising Dinner on Sunday, October 25!",NULL,NULL,125,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
83481,8348,250,,NULL,"A commemorative EBSC T-shirt, A ticket to EBSC's Annual Fundraising Dinner, and an EBSC Tote bag!",NULL,NULL,250,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
83482,8348,500,,NULL,"A commemorative T-Shirt, Ticket to EBSC's Annual Dinner, an EBSC Tote Bag,  media recognition on EBSC's website and social media outlets and a Thank You note signed by EBSC Staff!",NULL,NULL,500,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
83483,8348,75,,NULL,"A ticket to EBSC's Annual Fundraising Dinner on Sunday, October 25th!",NULL,NULL,75,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
83550,8355,25,,NULL,An email including a downloadable version of the musicians' first-ever recorded song!,NULL,NULL,25,NULL,NULL,2019-06-12 23:13:43,2019-06-12 23:13:43,,,,,,,
83551,8355,50,,NULL,Receive a copy of the compilation CD produced by A Real Purpose upon release!,NULL,NULL,50,NULL,NULL,2019-06-12 23:13:43,2019-06-12 23:13:43,,,,,,,
83552,8355,100,,NULL,Receive a signed (by the musicians) copy of the compilation CD and receive a written shout-out on our website!,NULL,NULL,100,NULL,NULL,2019-06-12 23:13:43,2019-06-12 23:13:43,,,,,,,
83900,8390,,9319,NULL,"If you give to the campaign, we will send you a “Si Se Puede!®” car window decal as a sign of our appreciation!  Display it proudly!”",NULL,NULL,,NULL,NULL,2019-06-12 23:13:43,2019-06-12 23:13:43,,,,,,,
83901,8390,30,9321,NULL,"If you give $30, we will send you a refrigerator magnet of the famous mural of Farm Worker Movement co-founder Cesar Chavez by Octavio Ocampo!",NULL,NULL,30,NULL,NULL,2019-06-12 23:13:43,2019-06-12 23:13:43,,,,,,,
83902,8390,60,9322,NULL,"If you give $60 or more, we will send you a Farm Worker Movement button!",NULL,NULL,60,NULL,NULL,2019-06-12 23:13:43,2019-06-12 23:13:43,,,,,,,
83903,8390,100,9326,NULL,"Give $100, and we will send you a vintage “Vote!” poster from one of the Farm Worker Movement’s earlier voter registration campaigns!",NULL,NULL,100,NULL,NULL,2019-06-12 23:13:43,2019-06-12 23:13:43,,,,,,,
83990,8399,30,,NULL,"Con tu apoyo, ayudas a que un nino tarahumara pueda comer en nuestro comedor comunitairo. Ayudalo!!!",NULL,NULL,30,NULL,NULL,2019-06-12 23:11:37,2019-06-12 23:11:37,,,,,,,
83991,8399,90,,NULL,"Con tu apoyo, tres ninos tarahumaras de beneficiaran del comedor comunitario. Apoyalos!",NULL,NULL,90,NULL,NULL,2019-06-12 23:11:37,2019-06-12 23:11:37,,,,,,,
83992,8399,150,,NULL,Ayudaras a que una familia completa pueda asistir,NULL,NULL,150,NULL,NULL,2019-06-12 23:11:37,2019-06-12 23:11:37,,,,,,,
83993,8399,350,,NULL,Ayudaras a que tres familia completa pueda asistir,NULL,NULL,350,NULL,NULL,2019-06-12 23:11:37,2019-06-12 23:11:37,,,,,,,
83994,8399,600,,NULL,Ayudaras a que cinco familia completa pueda asistir,NULL,NULL,600,NULL,NULL,2019-06-12 23:11:37,2019-06-12 23:11:37,,,,,,,
84740,8474,25,,NULL,Una carta del equipo completo para agradecer la aportación a nuestro proyecto.,NULL,NULL,25,NULL,NULL,2019-06-12 23:13:43,2019-06-12 23:13:43,,,,,,,
84741,8474,75,,NULL,Un vídeo de agradecimiento del equipo de Formación y Capacitación.,NULL,NULL,75,NULL,NULL,2019-06-12 23:13:43,2019-06-12 23:13:43,,,,,,,
84742,8474,200,,NULL,Una fotografía del fotógrafo Luis Enrique Aguilar de su colección sobre migración hecha postal y todo lo anterior.,NULL,NULL,200,NULL,NULL,2019-06-12 23:13:43,2019-06-12 23:13:43,,,,,,,
88440,8844,,8845,NULL,"Un video especial  dirigida a ti ,tu negocio,compañia o empresa con los nombres de los beneficiados",NULL,NULL,,NULL,NULL,2019-06-12 23:11:37,2019-06-12 23:11:37,,,,,,,
88660,8866,200,8883,NULL,"The Condor package if you donate $200.00 plus you will obtain one shirt, one sweater, stickers and branding material but more important we will extend you a 15% discount on your next order of MILPA printed branding materials for you or your business.",NULL,NULL,200,NULL,NULL,2019-06-12 23:13:43,2019-06-12 23:13:43,,,,,,,
88661,8866,100,8885,NULL,The Eagle package if you donate $100.00 you will receive a crew neck sweatshirt printed by the youth.,NULL,NULL,100,NULL,NULL,2019-06-12 23:13:43,2019-06-12 23:13:43,,,,,,,
88662,8866,50,8888,NULL,The Hummingbird package if you donate $50.00 you will receive a shirt that is printed by youth here from Salinas.,NULL,NULL,50,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
88663,8866,25,8894,NULL,"Donate $25.00 and receive a spacial gift that is produced in-house by local youth, that are part of the social venture young entrepreneur project.",NULL,NULL,25,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
89080,8908,15,,NULL,With your $15 donation we'll be able to buy a book !,NULL,NULL,15,NULL,NULL,2019-06-12 23:11:37,2019-06-12 23:11:37,,,,,,,
89081,8908,80,,NULL,For $80 you'll be giving us an ecological desk !,NULL,NULL,80,NULL,NULL,2019-06-12 23:11:37,2019-06-12 23:11:37,,,,,,,
89082,8908,500,,NULL,With $500 the school will have a technological device used for education.,NULL,NULL,500,NULL,NULL,2019-06-12 23:11:37,2019-06-12 23:11:37,,,,,,,
89083,8908,5,,NULL,For every $5 a tree will be sown in our garden !,NULL,NULL,5,NULL,NULL,2019-06-12 23:11:37,2019-06-12 23:11:37,,,,,,,
89084,8908,400,,NULL,Tlaltoka Institute will have a solar panel !,NULL,NULL,400,NULL,NULL,2019-06-12 23:11:37,2019-06-12 23:11:37,,,,,,,
89085,8908,100,,NULL,For every $100 a classroom will get its own blackboard !,NULL,NULL,100,NULL,NULL,2019-06-12 23:11:37,2019-06-12 23:11:37,,,,,,,
90160,9016,760,,NULL,,NULL,NULL,760,NULL,NULL,2019-06-12 23:15:45,2019-06-12 23:15:45,,,,,,,
90510,9051,20,NULL,NULL,Thank you letter from the children.,NULL,NULL,20,NULL,NULL,2019-06-12 23:11:37,2019-06-12 23:11:37,,,,,,,
90511,9051,$35,NULL,NULL,Thank you letter and art from the children.,NULL,NULL,$35,NULL,NULL,2019-06-12 23:11:37,2019-06-12 23:11:37,,,,,,,
90512,9051,5,NULL,NULL,A virtual hug from Project Boon.,NULL,NULL,5,NULL,NULL,2019-06-12 23:11:37,2019-06-12 23:11:37,,,,,,,
90513,9051,,NULL,NULL,,NULL,NULL,,NULL,NULL,2019-06-12 23:11:37,2019-06-12 23:11:37,,,,,,,
90580,9058,45,,NULL,Thank you! Now we can buy one of the protective cases. A student will write you a note about what he is learning in tech class at San Miguel School.,NULL,NULL,45,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
90581,9058,100,,NULL,"Wow, thanks! This helps us reach our goal. A student will write you a note about what he is learning in tech class at San Miguel School and we will send you a mini San Miguel Frisbee.",NULL,NULL,100,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
90582,9058,399,,NULL,"Excellent! Many thanks! This donation will pay for an iPad! Not only will a student write you a note about what he is learning in tech class, but he will also create an original piece of art using our new technology for you.",NULL,NULL,399,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
90583,9058,1000,,NULL,"Amazing! Thank you so very much! Your generous donation will help purchase a charging station for the iPads! And you will receive not just the written note from a student about what he is learning in tech class, but also experience what he is learning in tech class with a custom thank you video created by one of our students, recorded and edited on an iPad.",NULL,NULL,1000,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
90870,9087,250,,NULL,CYBC's Head Coach and Former Professional Boxer Gabriel Navarro will give you a one hour private boxing lesson.,NULL,NULL,250,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
90871,9087,1000,,NULL,"This year's 5th Annual CYBC Power Gloves Tournament will highlight talented and dedicated amateur boxers from throughout Illinois and the Midwest region. The two-day Regional tournament demonstrates the determination of inner-city youth to succeed in life through sports, and seeks to promote the mission of youth development through boxing.  Boxers from all over the nation come for the chance to compete and to become Power Gloves Champions.",NULL,NULL,1000,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
90872,9087,500,,NULL,Signed pair of gloves from Robert The Ghost Guererro,NULL,NULL,500,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
90873,9087,100,,NULL,CYBC will have Youth personally sign a Ringside Boxing Glove,NULL,NULL,100,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
90874,9087,50,,NULL,Professional Photo within CYBC Ring with Youth Boxers,NULL,NULL,50,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
90875,9087,25,,NULL,Hand-written/ personalized thank you note from one of CYBC's Jr. Olympic/ National Silver Gloves Champions,NULL,NULL,25,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
93650,9365,,10616,NULL,"Gracias por tu apoyo, ponderemos tu nombre en nuestras redes sociales y en las proyecciones de fondo en nuestros conciertos, haciendo notar que eres miembro de nuestra comunidad comprometido con este proyecto.",NULL,NULL,,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
93651,9365,,10620,NULL,"Gracias , realmente te gusta la música, tendrás acceso a la zona VIP de nuestro concierto, (no incluye transportación ni hospedaje) mencionaremos tu nombre y foto en redes sociales y proyección de fondo en los conciertos y podrás accesar a la descarga digital del audio de nuestros conciertos.",NULL,NULL,,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
93652,9365,,10631,NULL,"La música es lo tuyo, tendrás acceso a la zona VIP de nuestro concierto, (no incluye transportación ni hospedaje) mencionaremos tu nombre y foto en redes sociales y proyección de fondo en los conciertos y podrás accesar a la descarga digital del audio de nuestros conciertos. dedicaremos una canción  a tu nombre en un concierto.",NULL,NULL,,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
93653,9365,,10633,NULL,"La musica es lo tuyo, realmente te interesa nuestro proyecto, tendrás acceso a la zona VIP de nuestro concierto, (no incluye transportación ni hospedaje) mencionaremos tu nombre y foto en redes sociales y proyección de fondo en los conciertos, podrás accesar a la descarga digital del audio de nuestros conciertos, dedicaremos una canción a tu nombre en un concierto y ERES el padrino de un alumno del cual recibiras noticias de su avance y conocerás su historia de cerca y el te mencionara como su padrino en dos conciertos.",NULL,NULL,,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
95520,9552,10,10191,,We will send you a personalized message from PH15 students and unedited photograph.,,,10,NULL,NULL,2019-06-12 23:14:48,2019-06-12 23:14:48,,,,,,,
95521,9552,100,NULL,,Your choice of photo by a ph15 artist,,20,100,NULL,NULL,2019-06-12 23:14:48,2019-06-12 23:14:48,,,,,,,
95522,9552,225,NULL,,"Your choice of photo by a ph15 artist, professionally framed",,20,225,NULL,NULL,2019-06-12 23:14:48,2019-06-12 23:14:48,,,,,,,
96400,9640,25,,NULL,"By donating $25 to PLUS ME, you will be sent a PLUS ME #MyStoryMatters Wristband",NULL,NULL,25,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
96401,9640,100,,NULL,"By donating $100, your name will be featured as our Presentation Sponsorship at the school site and will be featured on our website, social media accounts, and at the school. You also will be sent a #MyStoryMatters wristband.",NULL,NULL,100,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
97220,9722,25,,NULL,"Our gratitude goes to every donor, big or small! You will receive a personal thank you email from a 12+ staff member.",NULL,NULL,25,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
97221,9722,75,10257,NULL,Keep 12+ with you on the go! 16 oz. stainless tumbler. Limited quantity available.,NULL,NULL,75,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
97222,9722,50,10258,NULL,Your moment of fame! We will publish a note of appreciation for your donation on our Facebook page.,NULL,NULL,50,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
97223,9722,,10258,NULL,,NULL,NULL,,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
98430,9843,10,10036,NULL,Tambien is The GrowHaus' monthly giving group.  Membership starts at $10/month.  Tambien members make a huge impact on the success of our programs and organization.,NULL,NULL,10,NULL,NULL,2019-06-12 23:14:17,2019-06-12 23:14:17,,,,,,,
98431,9843,,,NULL,,NULL,NULL,,NULL,NULL,2019-06-12 23:14:17,2019-06-12 23:14:17,,,,,,,
99000,9900,20,10334,NULL,"Your $20 donation covers art materials, photocopies, and registration materials for one person for one retreat.  //Su donación de $20 dólares cubre todos los materiales necesarios para una persona/un retiro, incluso los  materiales de registración y de arte, y asimismo varias fotocopias.",NULL,NULL,20,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
99001,9900,30,10336,NULL,Your $30 donation covers one weekend of meals for one person/one retreat.//Su donación de $30 cubre un fin de semana de comidas para una persona/un retiro.,NULL,NULL,30,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
99002,9900,45,10337,NULL,Your $45 donation covers lodging and meeting space rental for one person/one retreat.//Su donación de $45 cubre el alojamiento y el alquiler de las instalaciones de reunión para una persona/un retiro.,NULL,NULL,45,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
99003,9900,95,10338,NULL,"Your $95 donation covers meals, lodging and materials for one person/one retreat.  In exchange,  you get a big smile and our  eternal gratitude.  //  Su donación de $95 cubre la comida, el alojamiento y los materiales para una persona/un retiro.  A cambio de su donación, Usted recibe una sonrisa y nuestra gratitud eterna.",NULL,NULL,95,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
99004,9900,250,10339,NULL,"For $250, you can sponsor one person to attend a retreat.  This not only includes meals, lodging, and materials but also  a two-day facilitated program focused on personal and collective healing.   Thank you! Thank you! Thank you!  You are an angel. //Su donación de $250 financia un retiro entero para una persona.  Esta suma incluye no solamente la comida, el alojamiento, y los materiales, sino también un programa facilitado de 2 días, enfocado en la sanación personal y colectiva.  !Mil gracias! Es un angel.",NULL,NULL,250,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
99005,9900,2500,10452,NULL,"$2500-  If we can raise this amount, an anonymous donor will match it!",NULL,NULL,2500,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
100020,10002,10,,NULL,Gracias! Tu donativo ayudará cubrir los gastos de sillas y mesas para una familia afectada por el huracán en la Comunidad Emiliano Zapata.,NULL,NULL,10,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
100021,10002,30,,NULL,Gracias! Tu donativo ayudará cubrir los gastos de una mesa para una familia afectada por el huracán en la Comunidad Emiliano Zapata.,NULL,NULL,30,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
100022,10002,50,,NULL,Gracias! Tu donativo ayudará cubrir los gastos de una cama para una familia afectada por el huracán en la Comunidad Emiliano Zapata.,NULL,NULL,50,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
100023,10002,70,,NULL,Gracias! Tu donativo ayudará cubrir los gastos de dos literas para una familia afectada por el huracán en la Comunidad Emiliano Zapata.,NULL,NULL,70,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
100024,10002,200,,NULL,Gracias! Tu donativo ayudará cubrir los gastos de materiales de construcción para una casa en la Comundiad Emiliano Zapata.,NULL,NULL,200,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
100025,10002,650,,NULL,Gracias! Tu donativo cubrirá los gastos de reconstrucción de una casa en la Comunidad Emiliano Zapata.,NULL,NULL,650,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
100026,10002,1300,,NULL,Gracias! Tu donativo cubrirá los gastos de lreconstruccion de dos casas en Comunidad Emiliano Zapata.,NULL,NULL,1300,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
100300,10030,25,,NULL,Una carta del equipo completo agradeciendo tu donación .,NULL,NULL,25,NULL,NULL,2019-06-12 23:14:17,2019-06-12 23:14:17,,,,,,,
100301,10030,75,,NULL,Un video de agradecimiento de parte del Colectivo Lemow.,NULL,NULL,75,NULL,NULL,2019-06-12 23:14:17,2019-06-12 23:14:17,,,,,,,
100302,10030,200,,NULL,Una fotografía tomada por el Colectivo Lemow en agradecimiento por tu apoyo.,NULL,NULL,200,NULL,NULL,2019-06-12 23:14:17,2019-06-12 23:14:17,,,,,,,
100570,10057,1000,10557,NULL,"Comparte tu canción favorita y obtén una interpretación única por uno de nuestros grupos de cámara (instructor y alumnos). De los instrumentos de tu elección.Asimismo, el Testamento de Don Bosco que te designa como benefactor de la obra salesiana.",NULL,NULL,1000,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
100571,10057,500,10558,NULL,Comparte tu canción favorita y obtén una interpretación única por uno de nuestros jóvenes instructores de música del instrumento de tu elección.,NULL,NULL,500,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
100572,10057,50,10571,NULL,Recibe un testamento de reconocimiento como benefactor de la Orquesta y Coro del Polígono Don Bosco. Además. el exclusivo video de su presentación en Washington.,NULL,NULL,50,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
100573,10057,50,10572,NULL,"Recibe tu testamento de Benefactor de la obra del Poligono Don Bosco. Asimismo, recibirás un poster de la Orquesta y Coro sinfónico más grande de El Salvador.",NULL,NULL,50,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
100574,10057,25,10573,NULL,"Recibe una nota de agradecimiento de parte de nuestros niños, niñas y jóvenes de la orquesta y Coro. También puedes pegar tu sticker de colaborador en tu casa para recordar nuestro agradecimiento a tu colaboración.",NULL,NULL,25,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
100590,10059,,NULL,NULL,,NULL,NULL,,NULL,NULL,2019-06-12 23:11:37,2019-06-12 23:11:37,,,,,,,
100800,10080,25,,NULL,GIFT: Personalized email and picture saying thank you from one of our entrepreneurs.,NULL,NULL,25,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
100801,10080,50,,NULL,GIFT; Personalized email and picture saying thank you from one of our entrepreneurs.,NULL,NULL,50,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
100802,10080,100,,NULL,Personalized card conveying thank you from one of our entrepreneurs and a mini-video,NULL,NULL,100,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
100803,10080,150,,NULL,GIFT; Mini-video from our entrepreneurs,NULL,NULL,150,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
100804,10080,250,,NULL,We will honor you by mentioning your name as a donor on our website. Mini video saying thank you from one of our entrepreneurs.,NULL,NULL,250,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
100805,10080,500,,NULL,"We will gift you a Peruvian souvenir, put your name as donor on our website and give you a mini video saying thank you from one of our entrepreneurs",NULL,NULL,500,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
100806,10080,,,NULL,,NULL,NULL,,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
100900,10090,,,NULL,,NULL,NULL,,NULL,NULL,2019-06-12 23:11:37,2019-06-12 23:11:37,,,,,,,
101030,10103,,,NULL,,NULL,NULL,,NULL,NULL,2019-06-12 23:14:17,2019-06-12 23:14:17,,,,,,,
101060,10106,5,,NULL,Gracias from Las Promotoras!,NULL,NULL,5,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
101061,10106,20,,NULL,"Purple Grocery Tote - Size: 13\ x 12-1/4\"" x 8-1/8\""""",NULL,NULL,20,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
101062,10106,50,,NULL,Sport Bottle with Push Pull Lid - 20 oz. - White,NULL,NULL,50,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
101063,10106,100,,NULL,Promote a feeling of security with a whistle key holder with light,NULL,NULL,100,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
101064,10106,,NULL,NULL,,NULL,NULL,,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
101560,10156,10,10226,,A 2X4 Sticker of Homies Unidos logo,,,10,NULL,NULL,2019-06-12 23:13:44,2019-06-12 23:13:44,,,,,,,
