id,project_id,name,tax_id,address,created_at,updated_at,,,,,,,
135,28976,consorcio acuicola continental conacuicola sas,9008162881,los corales mzna i bloque a 203 cartagena colombia,2019-06-12 23:12:16,2019-06-12 23:12:16,,,,,,,
136,28985,A Better Balance,20-3664771,"A Better Balance: The Work & Family Legal Center 80 Maiden Lane, Suite 606 New York, NY 10038",2019-06-12 23:12:16,2019-06-12 23:12:16,,,,,,,
137,29061,NULL,NULL,NULL,2019-06-12 23:12:16,2019-06-12 23:12:16,,,,,,,
138,29222,Wingu,123123123123,Carlos Gardel 150,2019-06-12 23:12:16,2019-06-12 23:12:16,,,,,,,
139,29285,Organization for Venezuelans,EIN235235,123 main st,2019-06-12 23:12:16,2019-06-12 23:12:16,,,,,,,
140,29284,HIPGive,1111111,MExico City ,2019-06-12 23:12:16,2019-06-12 23:12:16,,,,,,,
141,29337,ASOCIACIÓN SAN JUAN BAUTISTA,-,"Esteli, ESteli",2019-06-12 23:12:16,2019-06-12 23:12:16,,,,,,,
142,29359,ASOCIACIÓN SAN JUAN BAUTISTA,J0810000054439,"De ASOGAES 3 ½  cuadras al norte,  Estelí – NICARAGUA",2019-06-12 23:12:16,2019-06-12 23:12:16,,,,,,,
143,29519,NULL,NULL,NULL,2019-06-12 23:12:16,2019-06-12 23:12:16,,,,,,,
144,29726,Loyal Dog Wash,1711668317001,Jose Amezaba lote 103 y el juncal casa 7,2019-06-12 23:12:16,2019-06-12 23:12:16,,,,,,,
145,29863,NULL,NULL,NULL,2019-06-12 23:12:16,2019-06-12 23:12:16,,,,,,,
146,29902,Hermelinda Romero Angeles,n/a,Av Coyoacán #751 Col del Valle Centro CP03100 CDMX ,2019-06-12 23:12:16,2019-06-12 23:12:16,,,,,,,
147,30090,Scholarship to El Salvador,555555,"San Salvador, El Salvador",2019-06-12 23:12:16,2019-06-12 23:12:16,,,,,,,
148,30184,NULL,NULL,NULL,2019-06-12 23:12:16,2019-06-12 23:12:16,,,,,,,
149,30198,N/A,N/A,"Tegucigalpa, Honduras, colonia El Hato, sector 4",2019-06-12 23:12:16,2019-06-12 23:12:16,,,,,,,
150,30226,"El Pozo de Vida, A.C.",45-3458420,"Av. de los Insurgentes Sur 540, Cuauhtemoc, Roma Sur, 06760 Ciudad de México, CDMX",2019-06-12 23:12:16,2019-06-12 23:12:16,,,,,,,
151,30084,HUNG SING KWOON MEXICO,HSK1209251M4,"Av. Nicolás Zapata No. 505-A, Tequisquiapan, 78250 San Luis, S.L.P.",2019-06-12 23:12:16,2019-06-12 23:12:16,,,,,,,
152,30295,Villa Calli Queretaro a.c.,VCQ170421GK5,Santiago ,2019-06-12 23:12:16,2019-06-12 23:12:16,,,,,,,
153,30264,"Centro de Estudios en Cooperación Internacional y Gestión Pública, A.C.",CEC0412086I9,"Rosal 14, Interior 9, Colonia Chimalcoyotl, Tlalpan Ciudad de México. Código 14630",2019-06-12 23:12:16,2019-06-12 23:12:16,,,,,,,
154,29727,Fundación  CREAD:  Creencia Renovadas en Amor de  Dios,CI12280684,"Lara, barquisimeto",2019-06-12 23:12:21,2019-06-12 23:12:21,,,,,,,
155,30397,HIPGive ,1234567,"Condesa, Ciudad de México.",2019-06-12 23:12:21,2019-06-12 23:12:21,,,,,,,
156,30439,NULL,NULL,NULL,2019-06-12 23:12:21,2019-06-12 23:12:21,,,,,,,
157,30479,NULL,NULL,NULL,2019-06-12 23:12:21,2019-06-12 23:12:21,,,,,,,
158,30494,NULL,NULL,NULL,2019-06-12 23:12:21,2019-06-12 23:12:21,,,,,,,
159,30499,Casa Hogar del Padre Ángel A.C.,CHA740109430,"Av. Costera Miguel Aleman No. 144. Fracc. Las Playas. C.P. 39390 Acapulco, Gro. ",2019-06-12 23:12:21,2019-06-12 23:12:21,,,,,,,
160,30541,Juntos por las mujeres,123456,amsterdam 111,2019-06-12 23:12:21,2019-06-12 23:12:21,,,,,,,
161,30644,Promotora Mexicana de Valores Mexicanos A.C.,PMV120829R71,"Calle de la Enramada 422 Colonia Residencial Bancario Tampico, Tam. Mx Código Postal 89327",2019-06-12 23:12:21,2019-06-12 23:12:21,,,,,,,
162,30703,NULL,NULL,NULL,2019-06-12 23:12:21,2019-06-12 23:12:21,,,,,,,
163,30802,a,1,2120 PARKER ST,2019-06-12 23:12:21,2019-06-12 23:12:21,,,,,,,
164,30814,s,s,366 6th ave,2019-06-12 23:12:21,2019-06-12 23:12:21,,,,,,,
165,30875,Chiquito vaca juan santiago,2201020155 ( in ecuador),Casa urbana,2019-06-12 23:12:21,2019-06-12 23:12:21,,,,,,,
166,30884,Fundación GESTION PAZ y DIGNIDAD,901107988-0,Carrera 8  N°  11-39   ofic 402,2019-06-12 23:12:21,2019-06-12 23:12:21,,,,,,,
167,30912,NULL,NULL,NULL,2019-06-12 23:12:21,2019-06-12 23:12:21,,,,,,,
168,30905,NULL,NULL,NULL,2019-06-12 23:12:21,2019-06-12 23:12:21,,,,,,,
169,30917,Chase Bank,4.20767E+15,Teide 190 Portón Cañada,2019-06-12 23:12:21,2019-06-12 23:12:21,,,,,,,
170,30976,NULL,NULL,NULL,2019-06-12 23:12:21,2019-06-12 23:12:21,,,,,,,
171,31166,COLECIVO MUJERES DE ASFALTO ,NO,selva alegre y la isla ,2019-06-12 23:12:21,2019-06-12 23:12:21,,,,,,,
172,31687,NULL,NULL,NULL,2019-06-12 23:12:21,2019-06-12 23:12:21,,,,,,,
173,32063,LoloTeam,LoloTeam,"3483 Road 96, 3483",2019-06-12 23:12:21,2019-06-12 23:12:21,,,,,,,
174,32222,"Corporativa de Fundaciones, AC",CFU990311RS8,"López Cotilla 2139, Arcos Vallarta, C.P. 44130, Guadalajara, Jalisco México.",2019-06-12 23:12:21,2019-06-12 23:12:21,,,,,,,
175,32123,Prim Eventos SA de CV,PEV101213JQ7,Cacahuamilpa 23 Col. Hipodromo Condesa Delegacion Cuahutemoc Ciudad de Mexico CP 06170,2019-06-12 23:12:26,2019-06-12 23:12:26,,,,,,,
176,32449,YELLOW POINT ONG,123,"Barcelona, Anzotegui, Venezuela ",2019-06-12 23:12:26,2019-06-12 23:12:26,,,,,,,
177,32789,NULL,NULL,NULL,2019-06-12 23:12:26,2019-06-12 23:12:26,,,,,,,
178,33088,NULL,NULL,NULL,2019-06-12 23:12:26,2019-06-12 23:12:26,,,,,,,
179,33330,NULL,NULL,NULL,2019-06-12 23:12:30,2019-06-12 23:12:30,,,,,,,
180,33422,NULL,,NULL,2019-06-12 23:12:30,2019-06-12 23:12:30,,,,,,,
181,33513,Yumajai,31581474 - 2,Calle 6 # 3-34,2019-06-12 23:12:30,2019-06-12 23:12:30,,,,,,,
182,33875,MONJES ISHAYA DE YUCATAN A.C.,MONJES ISHAYA DE YUCATAN TAX ID IS PENDING.,CALLE 23 NO. 106 TIXCUNCHEIL YUCATAN 97450,2019-06-12 23:12:30,2019-06-12 23:12:30,,,,,,,
183,34685,Asociacion Juvenil Cantón Los Amates ,0511-030216-101-0,"calle a comasagua, km.10.5 canton los amates, santa tecla, la libertad, el salvador ",2019-06-12 23:12:36,2019-06-12 23:12:36,,,,,,,
184,35929,INDUMET,1725897654001,Quito - Pichincha - Ecuador,2019-06-12 23:12:36,2019-06-12 23:12:36,,,,,,,
185,12567,DEBES CREER EN TI (DCET),31-1640064,"504 North O'Connor Rd. Irving, TX 75061",2019-06-12 23:12:36,2019-06-12 23:12:36,,,,,,,
186,34447,NULL,,NULL,2019-06-12 23:12:36,2019-06-12 23:12:36,,,,,,,
187,36648,fundación ciudadanos productivos,901115217-4,Calle 105 #104 E-196  Torre 11 oficina 102 Balcones de Provenza Bucaramanga,2019-06-12 23:12:36,2019-06-12 23:12:36,,,,,,,
188,36832,NULL,NULL,NULL,2019-06-12 23:12:40,2019-06-12 23:12:40,,,,,,,
189,36845,NULL,NULL,NULL,2019-06-12 23:12:40,2019-06-12 23:12:40,,,,,,,
190,36862,International Studios,241693135,Panamá,2019-06-12 23:12:40,2019-06-12 23:12:40,,,,,,,
191,36999,NULL,NULL,NULL,2019-06-12 23:12:40,2019-06-12 23:12:40,,,,,,,
192,37020,Vida con esperanza,180,"Colonia San Joaquin, San Salvador,El Salvador Centroamerica",2019-06-12 23:12:40,2019-06-12 23:12:40,,,,,,,
193,37047,NULL,NULL,NULL,2019-06-12 23:12:40,2019-06-12 23:12:40,,,,,,,
194,37173,NULL,NULL,NULL,2019-06-12 23:12:40,2019-06-12 23:12:40,,,,,,,
195,37180,Dog's up,501 3,"Pasaje padre hurtado, Sede.",2019-06-12 23:12:40,2019-06-12 23:12:40,,,,,,,
196,37345,NULL,NULL,NULL,2019-06-12 23:12:45,2019-06-12 23:12:45,,,,,,,
197,37501,NULL,NULL,NULL,2019-06-12 23:12:45,2019-06-12 23:12:45,,,,,,,
198,37529,Orgullo Down Venezuela,1127605165,Cl 181c #11-75 Conjunto Balzares 6-604,2019-06-12 23:12:45,2019-06-12 23:12:45,,,,,,,
199,37603,Fundación Enfoque Social ,900324908,Carrera 28-2#112-85,2019-06-12 23:12:50,2019-06-12 23:12:50,,,,,,,
200,37615,Fundación Enfoque Social,900324908,Carrera 28-2 # 112-85,2019-06-12 23:12:50,2019-06-12 23:12:50,,,,,,,
201,34111,Fundación Origen,PAM990907AP1,"Juan O'donojú 221, Lomas Virreyes, Lomas de Chapultepec IV Secc, 11000 Ciudad de México, CDMX, México",2019-06-12 23:12:50,2019-06-12 23:12:50,,,,,,,
202,37654,NULL,NULL,NULL,2019-06-12 23:12:50,2019-06-12 23:12:50,,,,,,,
203,37684,NULL,NULL,NULL,2019-06-12 23:12:50,2019-06-12 23:12:50,,,,,,,
204,37708,NULL,NULL,NULL,2019-06-12 23:12:50,2019-06-12 23:12:50,,,,,,,
205,37725,NULL,NULL,NULL,2019-06-12 23:12:50,2019-06-12 23:12:50,,,,,,,
206,37735,NULL,NULL,NULL,2019-06-12 23:12:50,2019-06-12 23:12:50,,,,,,,
207,37762,Comunidad Achuar Sharamentsa,1691716380001,"Provincia Pastaza , canton Pastaza, parroquia Montalvo Andoas, Barrio: comunidad Sharamentsa, preferencia ubicacion: casa comunal frente a la pista de aterizaje.",2019-06-12 23:12:50,2019-06-12 23:12:50,,,,,,,
208,37760,"Fundación para la Educación, Desarrollo de Capacidades y Erradicación de la Pobreza-EDEP ",Oficio Nro. MDT-DRTSPQ-2018-1456,Ajaví y Oe6A,2019-06-12 23:12:50,2019-06-12 23:12:50,,,,,,,
209,37881,NULL,NULL,NULL,2019-06-12 23:12:50,2019-06-12 23:12:50,,,,,,,
210,37886,NULL,NULL,NULL,2019-06-12 23:12:50,2019-06-12 23:12:50,,,,,,,
211,37908,NULL,NULL,NULL,2019-06-12 23:12:50,2019-06-12 23:12:50,,,,,,,
212,37541,NULL,NULL,NULL,2019-06-12 23:12:50,2019-06-12 23:12:50,,,,,,,
